year,origin_group,destination_group,compartment,count
2000,Anglosphere ex-US,Continental Europe,P_A,1
2000,Sinic,Sinic,P_A,1
2000,Sinic,Unknown,P_A,1
2000,United States,Unknown,A,1
2000,United States,Unknown,H_A,1
2000,United States,Unknown,P_A,2
2001,Anglosphere ex-US,Anglosphere ex-US,A,1
2001,Anglosphere ex-US,Anglosphere ex-US,P_A,1
2001,Anglosphere ex-US,Continental Europe,P_A,1
2001,Anglosphere ex-US,Unknown,A,1
2001,Continental Europe,Hindu,H_A,1
2001,Other Western,Unknown,A,1
2001,Sinic,Sinic,P_A,1
2001,Sinic,Unknown,P_A,1
2001,United States,Sinic,P_A,1
2001,United States,Unknown,A,2
2001,United States,Unknown,H_A,1
2001,United States,Unknown,P_A,2
2002,Anglosphere ex-US,Anglosphere ex-US,H_A,1
2002,Anglosphere ex-US,Anglosphere ex-US,P_A,2
2002,Anglosphere ex-US,Continental Europe,P_A,1
2002,Anglosphere ex-US,Other Western,P_A,1
2002,Anglosphere ex-US,Unknown,P_A,1
2002,Continental Europe,Continental Europe,A,2
2002,Continental Europe,Continental Europe,H_A,1
2002,Continental Europe,Continental Europe,P_A,2
2002,Continental Europe,Hindu,H_A,1
2002,Continental Europe,United States,A,1
2002,Continental Europe,Unknown,P_A,1
2002,Hindu,Hindu,A,1
2002,Hindu,Hindu,P_A,1
2002,Islamic,Islamic,A,1
2002,Japanese,Islamic,A,1
2002,Japanese,Japanese,A,1
2002,Japanese,Japanese,H_A,1
2002,Other Civilizations,Other Civilizations,A,1
2002,Other Western,Unknown,A,1
2002,Sinic,Sinic,P_A,1
2002,Sinic,Unknown,P_A,1
2002,United States,Anglosphere ex-US,P_A,1
2002,United States,Other Western,H_A,1
2002,United States,Sinic,P_A,1
2002,United States,Unknown,A,2
2002,United States,Unknown,P_A,3
2003,Anglosphere ex-US,Anglosphere ex-US,A,1
2003,Anglosphere ex-US,Anglosphere ex-US,H_A,1
2003,Anglosphere ex-US,Anglosphere ex-US,P_A,3
2003,Anglosphere ex-US,Continental Europe,P_A,1
2003,Anglosphere ex-US,Other Western,P_A,1
2003,Anglosphere ex-US,Sinic,A,1
2003,Anglosphere ex-US,Unknown,A,1
2003,Anglosphere ex-US,Unknown,H_A,1
2003,Anglosphere ex-US,Unknown,P_A,1
2003,Continental Europe,Continental Europe,A,2
2003,Continental Europe,Continental Europe,H_A,1
2003,Continental Europe,Continental Europe,P_A,3
2003,Continental Europe,Hindu,H_A,1
2003,Continental Europe,Islamic,P_A,1
2003,Continental Europe,United States,A,1
2003,Continental Europe,Unknown,A,1
2003,Continental Europe,Unknown,H_A,1
2003,Continental Europe,Unknown,P_A,1
2003,Hindu,Hindu,A,1
2003,Hindu,Hindu,H_A,1
2003,Hindu,Hindu,P_A,1
2003,Islamic,Islamic,A,1
2003,Japanese,Islamic,A,1
2003,Japanese,Japanese,A,1
2003,Japanese,Japanese,H_A,1
2003,Other Civilizations,Other Civilizations,P_A,3
2003,Other Western,Other Western,P_A,1
2003,Other Western,Unknown,H_A,1
2003,Sinic,Sinic,P_A,1
2003,Sinic,Unknown,P_A,1
2003,United States,Anglosphere ex-US,P_A,2
2003,United States,Continental Europe,A,1
2003,United States,Other Western,A,1
2003,United States,Other Western,P_A,1
2003,United States,Sinic,P_A,3
2003,United States,Unknown,A,2
2003,United States,Unknown,P_A,3
2004,Anglosphere ex-US,Anglosphere ex-US,A,1
2004,Anglosphere ex-US,Anglosphere ex-US,H_A,2
2004,Anglosphere ex-US,Anglosphere ex-US,P_A,2
2004,Anglosphere ex-US,Continental Europe,P_A,2
2004,Anglosphere ex-US,Other Western,P_A,1
2004,Anglosphere ex-US,Sinic,A,1
2004,Anglosphere ex-US,Sinic,H_A,1
2004,Anglosphere ex-US,Sinic,P_A,1
2004,Anglosphere ex-US,United States,P_A,1
2004,Anglosphere ex-US,Unknown,H_A,1
2004,Anglosphere ex-US,Unknown,P_A,2
2004,Continental Europe,Continental Europe,A,2
2004,Continental Europe,Continental Europe,H_A,4
2004,Continental Europe,Continental Europe,P_A,4
2004,Continental Europe,Hindu,H_A,1
2004,Continental Europe,Islamic,P_A,1
2004,Continental Europe,United States,A,1
2004,Continental Europe,United States,P_A,1
2004,Continental Europe,Unknown,H_A,1
2004,Continental Europe,Unknown,P_A,1
2004,Hindu,Hindu,A,1
2004,Hindu,Hindu,H_A,1
2004,Hindu,Hindu,P_A,1
2004,Islamic,Islamic,P_A,1
2004,Japanese,Islamic,P_A,1
2004,Japanese,Japanese,A,2
2004,Japanese,Japanese,P_A,3
2004,Other Civilizations,Other Civilizations,H_A,2
2004,Other Civilizations,Other Civilizations,P_A,3
2004,Other Civilizations,United States,P_A,1
2004,Other Civilizations,Unknown,P_A,1
2004,Other Western,Other Western,P_A,1
2004,Other Western,Unknown,H_A,1
2004,Sinic,Sinic,P_A,2
2004,Sinic,Unknown,P_A,1
2004,United States,Anglosphere ex-US,P_A,2
2004,United States,Continental Europe,A,1
2004,United States,Hindu,A,1
2004,United States,Hindu,P_A,1
2004,United States,Japanese,P_A,2
2004,United States,Other Western,A,1
2004,United States,Other Western,P_A,2
2004,United States,Sinic,P_A,4
2004,United States,United States,P_A,3
2004,United States,Unknown,A,1
2004,United States,Unknown,H_A,1
2004,United States,Unknown,P_A,3
2005,Anglosphere ex-US,Anglosphere ex-US,A,1
2005,Anglosphere ex-US,Anglosphere ex-US,P_A,5
2005,Anglosphere ex-US,Continental Europe,P_A,2
2005,Anglosphere ex-US,Islamic,P_A,1
2005,Anglosphere ex-US,Other Civilizations,P_A,1
2005,Anglosphere ex-US,Other Western,P_A,1
2005,Anglosphere ex-US,Sinic,A,1
2005,Anglosphere ex-US,Sinic,H_A,1
2005,Anglosphere ex-US,Sinic,P_A,2
2005,Anglosphere ex-US,United States,P_A,2
2005,Anglosphere ex-US,Unknown,H_A,1
2005,Anglosphere ex-US,Unknown,P_A,1
2005,Continental Europe,Continental Europe,A,3
2005,Continental Europe,Continental Europe,H_A,3
2005,Continental Europe,Continental Europe,P_A,7
2005,Continental Europe,Hindu,H_A,1
2005,Continental Europe,Islamic,A,1
2005,Continental Europe,Islamic,P_A,1
2005,Continental Europe,United States,A,1
2005,Continental Europe,United States,P_A,2
2005,Continental Europe,Unknown,H_A,2
2005,Continental Europe,Unknown,P_A,1
2005,Hindu,Hindu,A,1
2005,Hindu,Hindu,H_A,1
2005,Hindu,Hindu,P_A,1
2005,Hindu,United States,A,1
2005,Islamic,Hindu,P_A,1
2005,Islamic,Islamic,P_A,1
2005,Japanese,Islamic,P_A,1
2005,Japanese,Japanese,A,1
2005,Japanese,Japanese,H_A,1
2005,Japanese,Japanese,P_A,4
2005,Japanese,Other Civilizations,H_A,1
2005,Japanese,Unknown,A,1
2005,Other Civilizations,Japanese,P_A,1
2005,Other Civilizations,Other Civilizations,H_A,2
2005,Other Civilizations,Other Civilizations,P_A,3
2005,Other Civilizations,United States,A,1
2005,Other Civilizations,United States,P_A,1
2005,Other Civilizations,Unknown,P_A,1
2005,Other Western,Other Western,P_A,1
2005,Other Western,Unknown,H_A,1
2005,Sinic,Anglosphere ex-US,P_A,1
2005,Sinic,Sinic,H_A,1
2005,Sinic,Sinic,P_A,7
2005,Sinic,Unknown,P_A,1
2005,United States,Anglosphere ex-US,A,1
2005,United States,Anglosphere ex-US,H_A,1
2005,United States,Anglosphere ex-US,P_A,2
2005,United States,Continental Europe,A,1
2005,United States,Continental Europe,P_A,1
2005,United States,Hindu,H_A,1
2005,United States,Hindu,P_A,2
2005,United States,Japanese,P_A,3
2005,United States,Other Western,A,1
2005,United States,Other Western,P_A,3
2005,United States,Sinic,P_A,7
2005,United States,United States,A,1
2005,United States,United States,P_A,8
2005,United States,Unknown,A,1
2005,United States,Unknown,H_A,3
2005,United States,Unknown,P_A,3
2006,Anglosphere ex-US,Anglosphere ex-US,A,2
2006,Anglosphere ex-US,Anglosphere ex-US,P_A,6
2006,Anglosphere ex-US,Continental Europe,P_A,2
2006,Anglosphere ex-US,Islamic,P_A,1
2006,Anglosphere ex-US,Other Civilizations,P_A,2
2006,Anglosphere ex-US,Other Western,P_A,1
2006,Anglosphere ex-US,Sinic,P_A,3
2006,Anglosphere ex-US,United States,P_A,2
2006,Anglosphere ex-US,Unknown,H_A,1
2006,Anglosphere ex-US,Unknown,P_A,1
2006,Continental Europe,Anglosphere ex-US,A,1
2006,Continental Europe,Continental Europe,A,2
2006,Continental Europe,Continental Europe,H_A,3
2006,Continental Europe,Continental Europe,P_A,12
2006,Continental Europe,Hindu,H_A,1
2006,Continental Europe,Hindu,P_A,1
2006,Continental Europe,Islamic,A,2
2006,Continental Europe,Islamic,P_A,1
2006,Continental Europe,United States,P_A,2
2006,Continental Europe,Unknown,H_A,1
2006,Continental Europe,Unknown,P_A,3
2006,Hindu,Hindu,A,1
2006,Hindu,Hindu,H_A,1
2006,Hindu,Hindu,P_A,3
2006,Hindu,Sinic,P_A,1
2006,Hindu,United States,A,1
2006,Hindu,United States,P_A,1
2006,Islamic,Hindu,P_A,1
2006,Islamic,Islamic,P_A,2
2006,Japanese,Islamic,P_A,1
2006,Japanese,Japanese,A,1
2006,Japanese,Japanese,P_A,6
2006,Japanese,Other Civilizations,H_A,1
2006,Japanese,Sinic,H_A,1
2006,Japanese,Unknown,A,1
2006,Other Civilizations,Anglosphere ex-US,P_A,1
2006,Other Civilizations,Continental Europe,P_A,1
2006,Other Civilizations,Japanese,P_A,1
2006,Other Civilizations,Other Civilizations,P_A,6
2006,Other Civilizations,United States,A,1
2006,Other Civilizations,United States,P_A,2
2006,Other Civilizations,Unknown,P_A,1
2006,Other Western,Anglosphere ex-US,P_A,1
2006,Other Western,Other Western,P_A,3
2006,Other Western,Unknown,H_A,1
2006,Sinic,Anglosphere ex-US,P_A,1
2006,Sinic,Japanese,A,1
2006,Sinic,Sinic,H_A,2
